title,city,state,postal_code,price,features,provider,url,address
House for sale,Houston,TX,77096,"$349,734 ","3 bds, 2.0 ba ,2107 sqft",RE/MAX Signature, 5423 Imogene St Houston TX 77096/28064264_zpid/, 5423 Imogene St Houston TX 
House for sale,Bellaire,TX,77401,"$1,200,000 ","5 bds, 3.0 ba ,4074 sqft",Keller Williams Realty, 5415 Holly St Bellaire TX 77401/27877889_zpid/, 5415 Holly St Bellaire TX 
House for sale,Houston,TX,77081,"$399,000 ","3 bds, 2.0 ba ,1439 sqft",Keller Williams Realty, 5411 Jessamine St Houston TX 77081/27935388_zpid/, 5411 Jessamine St Houston TX 
House for sale,Bellaire,TX,77401,"$599,000 ","3 bds, 3.0 ba ,2072 sqft",Lone Star Realty, 5410 Patrick Henry St Bellaire TX 77401/27963642_zpid/, 5410 Patrick Henry St Bellaire TX 
House for sale,Houston,TX,77081,"$1,179,000 ","4 bds, 5.0 ba ,4265 sqft",Red Pear Realty, 5406 Grand Lake St Houston TX 77081/27929991_zpid/, 5406 Grand Lake St Houston TX 
House for sale,Houston,TX,77081,"$575,000 ","3 bds, 1.0 ba ,1030 sqft",NB Elite Realty, 5401 Jessamine St Houston TX 77081/27935393_zpid/, 5401 Jessamine St Houston TX 
Townhouse for sale,Houston,TX,77081,"$399,950 ","3 bds, 3.0 ba ,2550 sqft",Martha Turner Sotheby's, 5337 Elm St Houston TX 77081/70312264_zpid/, 5337 Elm St Houston TX 
House for sale,Missouri City,TX,77459,"$329,000 ","4 bds, 4.0 ba ,2730 sqft",Sadler Realty, 5331 Wolfpen Ridge Ln Missouri City TX 77459/117503976_zpid/, 5331 Wolfpen Ridge Ln Missouri City TX 
House for sale,Bellaire,TX,77401,"$2,290,000 ","5 bds, 7.0 ba ,8534 sqft",Fidelity Realtors and Services, 5318 Pine St Bellaire TX 77401/27877743_zpid/, 5318 Pine St Bellaire TX 
House for sale,Houston,TX,77096,"$392,000 ","3 bds, 2.0 ba ,2450 sqft","Coldwell Banker United,", 5302 Briarbend Dr Houston TX 77096/28008726_zpid/, 5302 Briarbend Dr Houston TX 
House for sale,Bellaire,TX,77401,"$899,000 ","4 bds, 4.0 ba ,3859 sqft","ColdwellBanker United,", 5301 Evergreen St Bellaire TX 77401/84044026_zpid/, 5301 Evergreen St Bellaire TX 
Townhouse for sale,Houston,TX,77024,"$209,000 ","2 bds, 3.0 ba ,1584 sqft","Compass RE Texas, LLC", 527 N Post Oak Ln 527 Houston TX 77024/28221174_zpid/, 527 N Post Oak Ln 527 Houston TX 
House for sale,Stafford,TX,77477,"$259,900 ","4 bds, 3.0 ba ,2513 sqft",Comfort Homes Realty, 526 N Marathon Way Stafford TX 77477/27589062_zpid/, 526 N Marathon Way Stafford TX 
House for sale,Houston,TX,77096,"$309,900 ","3 bds, 2.0 ba ,1943 sqft",RE/MAX Southwest, 5259 Jason St Houston TX 77096/28023604_zpid/, 5259 Jason St Houston TX 
Townhouse for sale,Bellaire,TX,77401,"$350,000 ","3 bds, 3.0 ba ,1761 sqft",RE/MAX Integrity, 5242 Woodlawn Pl Bellaire TX 77401/28191904_zpid/, 5242 Woodlawn Pl Bellaire TX 
House for sale,Houston,TX,77096,"$524,900 ","4 bds, 2.0 ba ,2102 sqft","Compass RE Texas, LLC", 5231 Wigton Dr Houston TX 77096/28059506_zpid/, 5231 Wigton Dr Houston TX 
New construction,Houston,TX,77096,"$1,195,000 ","4 bds, 4.0 ba ,4455 sqft","CB & A, Realtors", 5223 Ariel St Houston TX 77096/28077381_zpid/, 5223 Ariel St Houston TX 
House for sale,Houston,TX,77096,"$825,000 ","3 bds, 4.0 ba ,3417 sqft",Keller Williams Realty, 5222 Lymbar Dr Houston TX 77096/28059469_zpid/, 5222 Lymbar Dr Houston TX 
Lot / Land for sale,Houston,TX,77096,"$335,000 ","0 bds, None ba ,2804 sqft",Better Homes and Gardens Real Estate Gary Greene, 5219 Ariel St Houston TX 77096/28077380_zpid/, 5219 Ariel St Houston TX 
New construction,Bellaire,TX,77401,"$2,550,000 ","6 bds, 7.0 ba ,1978 sqft","Compass RE Texas, LLC", 5209 Holly St Bellaire TX 77401/27983242_zpid/, 5209 Holly St Bellaire TX 
House for sale,Bellaire,TX,77401,"$1,355,000 ","5 bds, 4.0 ba ,4100 sqft","Coldwell Banker United,", 5205 Mimosa Dr Bellaire TX 77401/27967686_zpid/, 5205 Mimosa Dr Bellaire TX 
House for sale,Bellaire,TX,77401,"$850,000 ","4 bds, 5.0 ba ,3381 sqft",Prime Realty Group, 5203 Laurel St Bellaire TX 77401/27744998_zpid/, 5203 Laurel St Bellaire TX 
House for sale,Houston,TX,77035,"$459,900 ","3 bds, 2.0 ba ,1947 sqft",NB Elite Realty, 5162 Kingfisher Dr Houston TX 77035/28008498_zpid/, 5162 Kingfisher Dr Houston TX 
Townhouse for sale,Houston,TX,77056,"$300,000 ","3 bds, 3.0 ba ,1876 sqft",Better Homes and Gardens Real Estate Gary Greene, 5151 Del Monte Dr Houston TX 77056/28049705_zpid/, 5151 Del Monte Dr Houston TX 
House for sale,Houston,TX,77035,"$315,000 ","3 bds, 3.0 ba ,2112 sqft","Houston   WEICHERT, REALTORS   The Murray Group", 5143 Kingfisher Dr Houston TX 77035/28008130_zpid/, 5143 Kingfisher Dr Houston TX 
House for sale,Houston,TX,77079,"$560,000 ","4 bds, 3.0 ba ,2685 sqft",Prime Properties, 514 Bayou Knoll Dr Houston TX 77079/28124753_zpid/, 514 Bayou Knoll Dr Houston TX 
House for sale,Houston,TX,77056,"$1,750,000 ","4 bds, 4.0 ba ,4449 sqft",Douglas Elliman, 5132 Doliver Dr Houston TX 77056/27933580_zpid/, 5132 Doliver Dr Houston TX 
Townhouse for sale,Houston,TX,77056,"$189,000 ","2 bds, 1.0 ba ,1044 sqft",Martha Turner Sotheby's, 513 S Post Oak Ln 4209 Houston TX 77056/28252745_zpid/, 513 S Post Oak Ln 4209 Houston TX 
House for sale,Houston,TX,77096,"$319,000 ","4 bds, 4.0 ba ,3188 sqft","Compass RE Texas, LLC", 5126 Glenmeadow Dr Houston TX 77096/28080779_zpid/, 5126 Glenmeadow Dr Houston TX 
House for sale,Houston,TX,77056,"$2,450,000 ","4 bds, 5.0 ba ,6172 sqft",Martha Turner Sotheby's, 5125 Doliver Dr Houston TX 77056/27933564_zpid/, 5125 Doliver Dr Houston TX 
House for sale,Bellaire,TX,77401,"$1,350,000 ","3 bds, 4.0 ba ,3566 sqft","Compass RE Texas, LLC", 5110 Valerie St Bellaire TX 77401/27877977_zpid/, 5110 Valerie St Bellaire TX 
House for sale,Bellaire,TX,77401,"$899,000 ","4 bds, 4.0 ba ,3610 sqft",Keller Williams Realty, 5110 Beech St Bellaire TX 77401/27744886_zpid/, 5110 Beech St Bellaire TX 
Apartment for sale,Stafford,TX,77477,"$299,000 ","0 bds, None ba ,None sqft",Realty Associates, 510 Present St Stafford TX 77477/2084596208_zpid/, 510 Present St Stafford TX 
Townhouse for sale,Houston,TX,77081,"$148,000 ","2 bds, 2.0 ba ,1184 sqft",Mile Realty, 5078 Glenmont Dr Houston TX 77081/2082884116_zpid/, 5078 Glenmont Dr Houston TX 
House for sale,Houston,TX,77096,"$439,000 ","4 bds, 3.0 ba ,2253 sqft",Sky Real Estate Professionals, 5051 Dumfries Dr Houston TX 77096/28045352_zpid/, 5051 Dumfries Dr Houston TX 
House for sale,Stafford,TX,77477,"$309,999 ","4 bds, 4.0 ba ,2915 sqft",My Castle Realty, 503 N Marathon Way Stafford TX 77477/27589122_zpid/, 503 N Marathon Way Stafford TX 
House for sale,Houston,TX,77096,"$450,000 ","4 bds, 2.0 ba ,2484 sqft","Platinum 1 Properties, LLC", 5002 Lymbar Dr Houston TX 77096/84008727_zpid/, 5002 Lymbar Dr Houston TX 
Lot / Land for sale,Bellaire,TX,77401,"$523,000 ","0 bds, None ba ,1816 sqft",Better Homes and Gardens Real Estate Gary Greene, 5000 Maple St Bellaire TX 77401/27954297_zpid/, 5000 Maple St Bellaire TX 
House for sale,Bellaire,TX,77401,"$1,399,000 ","4 bds, 4.0 ba ,3293 sqft","Compass RE Texas, LLC", 4949 Willow St Bellaire TX 77401/27744580_zpid/, 4949 Willow St Bellaire TX 
House for sale,Sugar Land,TX,77478,"$335,000 ","5 bds, 3.0 ba ,2587 sqft",Richland Realty, 4926 Winding River Dr Sugar Land TX 77478/27605515_zpid/, 4926 Winding River Dr Sugar Land TX 
House for sale,Sugar Land,TX,77479,"$498,500 ","3 bds, 3.0 ba ,2978 sqft",Nan & Company Properties, 4911 Ava Meadows Ln Sugar Land TX 77479/124858350_zpid/, 4911 Ava Meadows Ln Sugar Land TX 
House for sale,Bellaire,TX,77401,"$1,549,000 ","5 bds, 5.0 ba ,5833 sqft",Martha Turner Sotheby's, 4909 Valerie St Bellaire TX 77401/27947839_zpid/, 4909 Valerie St Bellaire TX 
House for sale,Houston,TX,77035,"$389,000 ","3 bds, 2.0 ba ,1754 sqft",Keller Williams Realty, 4872 Creekbend Dr Houston TX 77035/27977083_zpid/, 4872 Creekbend Dr Houston TX 
House for sale,Houston,TX,77035,"$659,000 ","3 bds, 3.0 ba ,3033 sqft",Better Homes and Gardens Real Estate Gary Greene, 4819 Waynesboro Dr Houston TX 77035/28034170_zpid/, 4819 Waynesboro Dr Houston TX 
House for sale,Bellaire,TX,77401,"$629,000 ","3 bds, 3.0 ba ,2416 sqft","Compass RE Texas, LLC", 4818 Cedar St Bellaire TX 77401/27744488_zpid/, 4818 Cedar St Bellaire TX 
House for sale,Houston,TX,77096,"$299,900 ","4 bds, 4.0 ba ,3088 sqft",Redfin Corporation, 4814 N Braeswood Blvd Houston TX 77096/28025607_zpid/, 4814 N Braeswood Blvd Houston TX 
House for sale,Houston,TX,77035,"$250,000 ","3 bds, 3.0 ba ,1786 sqft",Heinen and Associates, 4806 Kinglet St Houston TX 77035/27993327_zpid/, 4806 Kinglet St Houston TX 
House for sale,Bellaire,TX,77401,"$849,000 ","3 bds, 4.0 ba ,2712 sqft",Champions Real Estate Group, 4800 Holly St Bellaire TX 77401/27947824_zpid/, 4800 Holly St Bellaire TX 
New construction,Houston,TX,77027,"$649,990 ","3 bds, 4.0 ba ,2557 sqft",Urban Living, 4746 Aftonshire Dr Houston TX 77027/2079657929_zpid/, 4746 Aftonshire Dr Houston TX 
New construction,Houston,TX,77027,"$649,990 ","3 bds, 4.0 ba ,2557 sqft",Urban Living, 4744 Aftonshire Dr Houston TX 77027/2100767200_zpid/, 4744 Aftonshire Dr Houston TX 
House for sale,Missouri City,TX,77459,"$369,000 ","4 bds, 4.0 ba ,2752 sqft",Excel Realty Co, 4735 Lakeside Meadow Dr Missouri City TX 77459/27573910_zpid/, 4735 Lakeside Meadow Dr Missouri City TX 
House for sale,Houston,TX,77027,"$699,999 ","4 bds, 4.0 ba ,3283 sqft",Krueger Real Estate, 4734 Oakshire Dr Houston TX 77027/122567160_zpid/, 4734 Oakshire Dr Houston TX 
House for sale,Houston,TX,77027,"$1,925,000 ","5 bds, 6.0 ba ,5060 sqft",Mission Real Estate Group, 4722 Shetland Ln Houston TX 77027/27960062_zpid/, 4722 Shetland Ln Houston TX 
House for sale,Houston,TX,77027,"$2,250,000 ","5 bds, 6.0 ba ,5582 sqft",Drayton Properties, 4711 Shetland Ln Houston TX 77027/27960071_zpid/, 4711 Shetland Ln Houston TX 
House for sale,Bellaire,TX,77401,"$1,275,000 ","5 bds, 6.0 ba ,5285 sqft","Bernstein Realty, Inc.", 4710 Holt St Bellaire TX 77401/27947902_zpid/, 4710 Holt St Bellaire TX 
House for sale,Bellaire,TX,77401,"$1,199,900 ","4 bds, 4.0 ba ,4094 sqft",Hazel Munoz, 4709 Holt St Bellaire TX 77401/27947922_zpid/, 4709 Holt St Bellaire TX 
House for sale,Houston,TX,77027,"$724,500 ","3 bds, 2.0 ba ,1896 sqft",Greenwood King Properties, 4662 Merwin St Houston TX 77027/27959991_zpid/, 4662 Merwin St Houston TX 
House for sale,Houston,TX,77035,"$450,000 ","4 bds, 3.0 ba ,2371 sqft",Champions Real Estate Group, 4626 Briarbend Dr Houston TX 77035/27997987_zpid/, 4626 Briarbend Dr Houston TX 
House for sale,Bellaire,TX,77401,"$1,099,000 ","5 bds, 5.0 ba ,4695 sqft",Norman Wilson Realty, 4625 Birch St Bellaire TX 77401/27945958_zpid/, 4625 Birch St Bellaire TX 
House for sale,Bellaire,TX,77401,"$1,536,000 ","4 bds, 5.0 ba ,5290 sqft",Creekstone Real Estate, 4617 Laurel St Bellaire TX 77401/84058771_zpid/, 4617 Laurel St Bellaire TX 
House for sale,Houston,TX,77035,"$349,000 ","4 bds, 4.0 ba ,2130 sqft",RE/MAX Space Center, 4550 Spellman Rd Houston TX 77035/28012384_zpid/, 4550 Spellman Rd Houston TX 
House for sale,Bellaire,TX,77401,"$879,999 ","3 bds, 5.0 ba ,3413 sqft",Greenwood King Properties, 4533 Teas St Bellaire TX 77401/27819036_zpid/, 4533 Teas St Bellaire TX 
House for sale,Houston,TX,77035,"$249,000 ","3 bds, 2.0 ba ,1657 sqft",RE/MAX Executives, 4522 Briarbend Dr Houston TX 77035/27997979_zpid/, 4522 Briarbend Dr Houston TX 
Condo for sale,Houston,TX,77027,"$775,000 ","2 bds, 3.0 ba ,1503 sqft",REALM Real Estate Professional, 4521 San Felipe St 1904 Houston TX 77027/305341797_zpid/, 4521 San Felipe St 1904 Houston TX 
House for sale,Houston,TX,77027,"$2,099,000 ","4 bds, 8.0 ba ,5712 sqft",Martha Turner Sotheby's, 4519 W Alabama St Houston TX 77027/27959744_zpid/, 4519 W Alabama St Houston TX 
House for sale,Bellaire,TX,77401,"$1,049,000 ","5 bds, 4.0 ba ,4090 sqft","Compass RE Texas, LLC", 4519 Palmetto St Bellaire TX 77401/27888745_zpid/, 4519 Palmetto St Bellaire TX 
House for sale,Houston,TX,77035,"$289,000 ","3 bds, 2.0 ba ,1629 sqft",Better Homes and Gardens Real Estate Gary Greene, 4518 Kingfisher Dr Houston TX 77035/28004919_zpid/, 4518 Kingfisher Dr Houston TX 
House for sale,Bellaire,TX,77401,"$1,500,000 ","5 bds, 5.0 ba ,5405 sqft",Elux Realty, 4512 Beech St Bellaire TX 77401/84055628_zpid/, 4512 Beech St Bellaire TX 
House for sale,Bellaire,TX,77401,"$735,000 ","4 bds, 3.0 ba ,3089 sqft",Martha Turner Sotheby's, 4437 Effie St Bellaire TX 77401/27836450_zpid/, 4437 Effie St Bellaire TX 
House for sale,Sugar Land,TX,77479,"$260,000 ","4 bds, 3.0 ba ,2411 sqft",JLA Realty, 4434 Innsbrook Pl Sugar Land TX 77479/27599686_zpid/, 4434 Innsbrook Pl Sugar Land TX 
Lot / Land for sale,Bellaire,TX,77401,"$439,900 ","0 bds, None ba ,2128 sqft",World Wide Realty, 4429 Betty St Bellaire TX 77401/27836203_zpid/, 4429 Betty St Bellaire TX 
House for sale,Houston,TX,77035,"$425,000 ","3 bds, 2.0 ba ,2139 sqft",Century 21 Olympian Galleria, 4422 Nenana Dr Houston TX 77035/28025110_zpid/, 4422 Nenana Dr Houston TX 
House for sale,Missouri City,TX,77459,"$275,000 ","4 bds, 2.0 ba ,2200 sqft",ZOOM Realty, 4415 Forest Creek Dr Missouri City TX 77459/27606084_zpid/, 4415 Forest Creek Dr Missouri City TX 
House for sale,Houston,TX,77098,"$995,000 ","4 bds, 5.0 ba ,3485 sqft",RealtyWalk, 4411 Woodhead St Houston TX 77098/243978272_zpid/, 4411 Woodhead St Houston TX 
House for sale,Houston,TX,77035,"$269,000 ","3 bds, 2.0 ba ,1596 sqft",RE/MAX Executives, 4410 Warm Springs Rd Houston TX 77035/28032578_zpid/, 4410 Warm Springs Rd Houston TX 
House for sale,Sugar Land,TX,77479,"$435,309 ","4 bds, 3.0 ba ,2904 sqft",Keller Williams Realty  SW, 4407 Grand Cayman Dr Sugar Land TX 77479/27572997_zpid/, 4407 Grand Cayman Dr Sugar Land TX 
House for sale,Bellaire,TX,77401,"$1,450,000 ","4 bds, 5.0 ba ,3947 sqft",Greenwood King Properties, 4403 Acacia St Bellaire TX 77401/27879165_zpid/, 4403 Acacia St Bellaire TX 
House for sale,Bellaire,TX,77401,"$899,900 ","4 bds, 4.0 ba ,3934 sqft",KANAM REALTY GROUP, 4337 Wendell St Bellaire TX 77401/27836308_zpid/, 4337 Wendell St Bellaire TX 
House for sale,Houston,TX,77035,"$410,000 ","3 bds, 2.0 ba ,2079 sqft",Abundant Living Real Estate, 4326 Stillbrooke Dr Houston TX 77035/27998054_zpid/, 4326 Stillbrooke Dr Houston TX 
House for sale,Houston,TX,77096,"$389,000 ","5 bds, 5.0 ba ,2637 sqft",Keller Williams Realty, 4318 Woodvalley Dr Houston TX 77096/28046956_zpid/, 4318 Woodvalley Dr Houston TX 
House for sale,Bellaire,TX,77401,"$1,185,900 ","4 bds, 4.0 ba ,4020 sqft",Clark Warthen Properties, 4311 Compton Cir Bellaire TX 77401/27969263_zpid/, 4311 Compton Cir Bellaire TX 
House for sale,Houston,TX,77035,"$459,000 ","4 bds, 3.0 ba ,2254 sqft",Keller Williams Platinum, 4309 Stillbrooke Dr Houston TX 77035/27998075_zpid/, 4309 Stillbrooke Dr Houston TX 
House for sale,Bellaire,TX,77401,"$725,000 ","4 bds, 4.0 ba ,3101 sqft","Bernstein Realty, Inc.", 4309 Jane St Bellaire TX 77401/27836015_zpid/, 4309 Jane St Bellaire TX 
House for sale,Houston,TX,77035,"$230,000 ","2 bds, 1.0 ba ,1257 sqft","Leslie Lerner Properties, LLC", 4302 Sanford Rd Houston TX 77035/28020979_zpid/, 4302 Sanford Rd Houston TX 
Townhouse for sale,Houston,TX,77079,"$310,000 ","3 bds, 3.0 ba ,2307 sqft",Keller Williams HoustonCentral, 425 E Fair Harbor Ln Houston TX 77079/28191763_zpid/, 425 E Fair Harbor Ln Houston TX 
House for sale,Houston,TX,77005,"$1,075,000 ","4 bds, 4.0 ba ,2870 sqft",Redfin Corporation, 4230 Marquette St Houston TX 77005/27841235_zpid/, 4230 Marquette St Houston TX 
House for sale,Stafford,TX,77477,"$344,900 ","4 bds, 4.0 ba ,3089 sqft",Champions Real Estate Group, 4219 Maurice Way Stafford TX 77477/72053592_zpid/, 4219 Maurice Way Stafford TX 
House for sale,Sugar Land,TX,77479,"$565,000 ","4 bds, 5.0 ba ,4323 sqft",PY Realty Co, 4214 Baywater Park Ln Sugar Land TX 77479/245542974_zpid/, 4214 Baywater Park Ln Sugar Land TX 
House for sale,Houston,TX,77005,"$1,229,000 ","4 bds, 4.0 ba ,3343 sqft",Greenwood King Properties, 4211 Tennyson St Houston TX 77005/27841391_zpid/, 4211 Tennyson St Houston TX 
House for sale,West University Place,TX,77005,"$1,335,000 ","4 bds, 5.0 ba ,3943 sqft","Compass RE Texas, LLC", 4208 Oberlin St West University Place TX 77005/2143852806_zpid/, 4208 Oberlin St West University Place TX 
New construction,Houston,TX,77098,"$650,000 ","3 bds, 4.0 ba ,2663 sqft","Compass RE Texas, LLC", 4206 Woodhead St Houston TX 77098/305346182_zpid/, 4206 Woodhead St Houston TX 
House for sale,Sugar Land,TX,77478,"$319,000 ","3 bds, 2.0 ba ,2287 sqft",Daniel K. Mathews, 4202 Merriweather St Sugar Land TX 77478/27571585_zpid/, 4202 Merriweather St Sugar Land TX 
Townhouse for sale,Sugar Land,TX,77479,"$253,000 ","2 bds, 2.0 ba ,997 sqft",Fidelity Realtors and Services, 4144 Greystone Way APT 604 Sugar Land TX 77479/27613845_zpid/, 4144 Greystone Way #604 Sugar Land TX 
House for sale,Sugar Land,TX,77478,"$545,000 ","3 bds, 3.0 ba ,3222 sqft",REALM Real Estate Professional, 414 Arctic Tern Ct Sugar Land TX 77478/27539504_zpid/, 414 Arctic Tern Ct Sugar Land TX 
Townhouse for sale,Houston,TX,77025,"$410,000 ","3 bds, 3.0 ba ,2921 sqft","MIH REALTY, LLC", 4133 Meyerwood Dr Houston TX 77025/28107654_zpid/, 4133 Meyerwood Dr Houston TX 
Townhouse for sale,Houston,TX,77072,"$99,500 ","2 bds, 3.0 ba ,1426 sqft",Keller Williams Realty, 4124 Belle Park Dr Houston TX 77072/2079678714_zpid/, 4124 Belle Park Dr Houston TX 
Townhouse for sale,Houston,TX,77072,"$119,500 ","3 bds, 3.0 ba ,1664 sqft",Keller Williams Realty, 4122 Belle Park Dr Houston TX 77072/2079677969_zpid/, 4122 Belle Park Dr Houston TX 
New construction,Houston,TX,77025,"$1,699,900 ","5 bds, 6.0 ba ,5001 sqft",Martha Turner Sotheby's, 4115 Turnberry Cir Houston TX 77025/27905982_zpid/, 4115 Turnberry Cir Houston TX 
House for sale,Houston,TX,77072,"$157,000 ","3 bds, 2.0 ba ,1410 sqft","Opendoor Brokerage, LLC", 4115 Sun Meadow Dr Houston TX 77072/28307488_zpid/, 4115 Sun Meadow Dr Houston TX 
New construction,Houston,TX,77005,"$1,995,000 ","5 bds, 6.0 ba ,4330 sqft","Compass RE Texas, LLC", 4115 Oberlin St Houston TX 77005/27841642_zpid/, 4115 Oberlin St Houston TX 
Townhouse for sale,Houston,TX,77072,"$95,000 ","2 bds, 3.0 ba ,1426 sqft","eXp Realty, LLC", 4112 Belle Park Dr Houston TX 77072/2126400959_zpid/, 4112 Belle Park Dr Houston TX 
House for sale,Houston,TX,77005,"$1,100,000 ","3 bds, 3.0 ba ,2614 sqft","Compass RE Texas, LLC", 4107 Milton St Houston TX 77005/27841528_zpid/, 4107 Milton St Houston TX 
Townhouse for sale,Houston,TX,77098,"$695,000 ","4 bds, 4.0 ba ,2703 sqft",Martha Turner Sotheby's, 4106 N Boulevard Park Houston TX 77098/28543179_zpid/, 4106 N Boulevard Park Houston TX 
House for sale,Sugar Land,TX,77479,"$270,000 ","4 bds, 3.0 ba ,2621 sqft",Grove Realty, 4103 High Meadows Ct Sugar Land TX 77479/27568338_zpid/, 4103 High Meadows Ct Sugar Land TX 
House for sale,Houston,TX,77079,"$395,000 ","3 bds, 3.0 ba ,2456 sqft",Energy Realty, 407 River Forest Ct Houston TX 77079/28124781_zpid/, 407 River Forest Ct Houston TX 
House for sale,Houston,TX,77024,"$1,125,000 ","5 bds, 5.0 ba ,4010 sqft",Martha Turner Sotheby's, 406 Gretel Dr Houston TX 77024/28043648_zpid/, 406 Gretel Dr Houston TX 
House for sale,Houston,TX,77025,"$525,000 ","3 bds, 2.0 ba ,1985 sqft",Martha Turner Sotheby's, 4051 Durness Way Houston TX 77025/27983059_zpid/, 4051 Durness Way Houston TX 
House for sale,Houston,TX,77025,"$525,000 ","3 bds, 3.0 ba ,2582 sqft",Keller Williams Realty, 4043 Gramercy St Houston TX 77025/80592025_zpid/, 4043 Gramercy St Houston TX 
Townhouse for sale,Houston,TX,77005,"$228,000 ","2 bds, 2.0 ba ,1042 sqft",Forever Realty, 4041 Law St APT 511 Houston TX 77005/68417762_zpid/, 4041 Law St #511 Houston TX 
Townhouse for sale,Houston,TX,77005,"$135,000 ","1 bds, 1.0 ba ,570 sqft",Homesource Investments Group, 4041 Drake St APT 124 Houston TX 77005/68417718_zpid/, 4041 Drake St #124 Houston TX 
Townhouse for sale,Houston,TX,77027,"$195,000 ","2 bds, 2.0 ba ,1068 sqft","Compass RE Texas, LLC", 4040 San Felipe St APT 109 Houston TX 77027/28262796_zpid/, 4040 San Felipe St #109 Houston TX 
House for sale,Houston,TX,77082,"$160,000 ","2 bds, 2.0 ba ,1632 sqft",Keller Williams Realty, 4039 Knoll Glen Dr Houston TX 77082/28364885_zpid/, 4039 Knoll Glen Dr Houston TX 
New construction,Houston,TX,77025,"$1,795,000 ","4 bds, 5.0 ba ,5251 sqft","Compass RE Texas, LLC", 4034 Falkirk Ln Houston TX 77025/28035631_zpid/, 4034 Falkirk Ln Houston TX 
House for sale,Houston,TX,77027,"$2,475,000 ","5 bds, 6.0 ba ,5735 sqft",Martha Turner Sotheby's, 4033 Ella Lee Ln Houston TX 77027/27946380_zpid/, 4033 Ella Lee Ln Houston TX 
Townhouse for sale,Houston,TX,77025,"$399,500 ","2 bds, 3.0 ba ,1471 sqft",Douglas Elliman, 4031 Bellefontaine St 103 Houston TX 77025/2139438684_zpid/, 4031 Bellefontaine St 103 Houston TX 
New construction,Houston,TX,77027,"$2,499,000 ","5 bds, 6.0 ba ,5050 sqft",REALM Real Estate Professional, 4027 Sul Ross St Houston TX 77027/27928565_zpid/, 4027 Sul Ross St Houston TX 
House for sale,Houston,TX,77027,"$1,369,000 ","4 bds, 6.0 ba ,3371 sqft",Tammy Bateman Properties, 4027 Markham St Houston TX 77027/27962917_zpid/, 4027 Markham St Houston TX 
House for sale,Houston,TX,77082,"$207,000 ","3 bds, 3.0 ba ,1792 sqft",Champions Real Estate Group, 4026 Club Valley Dr Houston TX 77082/28364920_zpid/, 4026 Club Valley Dr Houston TX 
House for sale,Houston,TX,77024,"$1,290,000 ","5 bds, 6.0 ba ,5488 sqft","Houskor Realty &Management,LLC", 402 Tealmeadow Ct Houston TX 77024/28364773_zpid/, 402 Tealmeadow Ct Houston TX 
House for sale,Houston,TX,77025,"$349,999 ","4 bds, 3.0 ba ,2572 sqft",Keller Williams Realty  SW, 4018 Silverwood Dr Houston TX 77025/27981769_zpid/, 4018 Silverwood Dr Houston TX 
House for sale,Houston,TX,77025,"$699,000 ","4 bds, 4.0 ba ,3472 sqft","Compass RE Texas, LLC", 4017 Mcdermed Dr Houston TX 77025/27954799_zpid/, 4017 Mcdermed Dr Houston TX 
Townhouse for sale,Houston,TX,77024,"$320,000 ","3 bds, 3.0 ba ,2224 sqft",Keller Williams Realty, 401 N Post Oak Ln Houston TX 77024/2079372943_zpid/, 401 N Post Oak Ln Houston TX 
New construction,Houston,TX,77005,"$1,799,000 ","4 bds, 5.0 ba ,4067 sqft",Cambridge Properties, 4009 Milton St Houston TX 77005/27892317_zpid/, 4009 Milton St Houston TX 
House for sale,Houston,TX,77005,"$689,000 ","2 bds, 1.0 ba ,1344 sqft",Better Homes and Gardens Real Estate Gary Greene, 4002 Milton St Houston TX 77005/27892337_zpid/, 4002 Milton St Houston TX 
Townhouse for sale,Houston,TX,77005,"$699,000 ","3 bds, 3.0 ba ,2404 sqft",Keller Williams Realty, 4001 Browning St Houston TX 77005/52417477_zpid/, 4001 Browning St Houston TX 
House for sale,Houston,TX,77074,"$225,700 ","3 bds, 2.0 ba ,1218 sqft",Realty Associates, 4 Glenfield Ct Houston TX 77074/27906698_zpid/, 4 Glenfield Ct Houston TX 
House for sale,Sugar Land,TX,77479,"$523,500 ","5 bds, 6.0 ba ,4293 sqft",eHomeHouston, 3931 Pebble Heights Ln Sugar Land TX 77479/125574041_zpid/, 3931 Pebble Heights Ln Sugar Land TX 
Lot / Land for sale,Houston,TX,77005,"$800,000 ","3 bds, None ba ,1686 sqft",One2Three Realty, 3923 Villanova St Houston TX 77005/27823216_zpid/, 3923 Villanova St Houston TX 
House for sale,Houston,TX,77005,"$1,240,000 ","5 bds, 5.0 ba ,3542 sqft","Compass RE Texas, LLC", 3922 Oberlin St Houston TX 77005/27823349_zpid/, 3922 Oberlin St Houston TX 
House for sale,Houston,TX,77098,"$625,000 ","3 bds, 4.0 ba ,2501 sqft","Leslie Lerner Properties, LLC", 3908 Hazard St Houston TX 77098/121107043_zpid/, 3908 Hazard St Houston TX 
Townhouse for sale,Houston,TX,77024,"$284,000 ","3 bds, 3.0 ba ,1635 sqft",City Group, 388 Litchfield Ln Houston TX 77024/28203912_zpid/, 388 Litchfield Ln Houston TX 
House for sale,Houston,TX,77027,"$1,895,000 ","4 bds, 4.0 ba ,4499 sqft","Compass RE Texas, LLC", 3842 Ella Lee Ln Houston TX 77027/27914822_zpid/, 3842 Ella Lee Ln Houston TX 
